    0.53656E-03    0.18015E+03
    0.54739E-03    0.18360E+03
    0.55845E-03    0.18711E+03
    0.56973E-03    0.19069E+03
    0.58124E-03    0.19434E+03
    0.59299E-03    0.19805E+03
    0.60496E-03    0.20184E+03
    0.61719E-03    0.20569E+03
    0.62965E-03    0.20961E+03
    0.64237E-03    0.21361E+03
    0.65535E-03    0.21768E+03
    0.66859E-03    0.22183E+03
    0.68210E-03    0.22605E+03
    0.69588E-03    0.23035E+03
    0.70993E-03    0.23472E+03
    0.72427E-03    0.23918E+03
    0.73891E-03    0.24372E+03
    0.75383E-03    0.24834E+03
    0.76906E-03    0.25304E+03
    0.78460E-03    0.25783E+03
    0.80045E-03    0.26271E+03
    0.81662E-03    0.26767E+03
    0.83311E-03    0.27273E+03
    0.84994E-03    0.27787E+03
    0.86711E-03    0.28310E+03
    0.88463E-03    0.28843E+03
    0.90250E-03    0.29385E+03
    0.92073E-03    0.29937E+03
    0.93933E-03    0.30498E+03
    0.95831E-03    0.31070E+03
    0.97767E-03    0.31651E+03
    0.99742E-03    0.32243E+03
    0.10176E-02    0.32844E+03
    0.10381E-02    0.33456E+03
    0.10591E-02    0.34079E+03
    0.10805E-02    0.34713E+03
    0.11023E-02    0.35357E+03
    0.11246E-02    0.36012E+03
    0.11473E-02    0.36678E+03
    0.11705E-02    0.37356E+03
    0.11941E-02    0.38045E+03
    0.12182E-02    0.38745E+03
    0.12429E-02    0.39457E+03
    0.12680E-02    0.40181E+03
    0.12936E-02    0.40917E+03
    0.13197E-02    0.41665E+03
    0.13464E-02    0.42425E+03
    0.13736E-02    0.43198E+03
    0.14013E-02    0.43983E+03
    0.14296E-02    0.44780E+03
    0.14585E-02    0.45591E+03
    0.14880E-02    0.46414E+03
    0.15180E-02    0.47250E+03
    0.15487E-02    0.48100E+03
    0.15800E-02    0.48962E+03
    0.16119E-02    0.49838E+03
    0.16445E-02    0.50727E+03
    0.16777E-02    0.51630E+03
    0.17116E-02    0.52547E+03
    0.17462E-02    0.53477E+03
    0.17814E-02    0.54422E+03
    0.18174E-02    0.55380E+03
    0.18541E-02    0.56352E+03
    0.18916E-02    0.57339E+03
    0.19298E-02    0.58340E+03
    0.19688E-02    0.59355E+03
    0.20086E-02    0.60384E+03
    0.20491E-02    0.61428E+03
    0.20905E-02    0.62487E+03
    0.21328E-02    0.63560E+03
    0.21758E-02    0.64648E+03
    0.22198E-02    0.65750E+03
    0.22646E-02    0.66867E+03
    0.23104E-02    0.67999E+03
    0.23571E-02    0.69145E+03
    0.24047E-02    0.70307E+03
    0.24533E-02    0.71483E+03
    0.25028E-02    0.72673E+03
    0.25534E-02    0.73879E+03
    0.26050E-02    0.75099E+03
    0.26576E-02    0.76334E+03
    0.27113E-02    0.77583E+03
    0.27660E-02    0.78847E+03
    0.28219E-02    0.80125E+03
    0.28789E-02    0.81417E+03
    0.29371E-02    0.82724E+03
    0.29964E-02    0.84045E+03
    0.30569E-02    0.85380E+03
    0.31187E-02    0.86729E+03
    0.31817E-02    0.88092E+03
    0.32460E-02    0.89469E+03
    0.33115E-02    0.90858E+03
    0.33784E-02    0.92261E+03
    0.34467E-02    0.93677E+03
    0.35163E-02    0.95106E+03
    0.35874E-02    0.96548E+03
    0.36598E-02    0.98001E+03
    0.37338E-02    0.99467E+03
    0.38092E-02    0.10094E+04
    0.38861E-02    0.10243E+04
    0.39646E-02    0.10393E+04
    0.40447E-02    0.10544E+04
    0.41264E-02    0.10696E+04
    0.42098E-02    0.10850E+04
    0.42948E-02    0.11004E+04
    0.43816E-02    0.11159E+04
    0.44701E-02    0.11314E+04
    0.45604E-02    0.11471E+04
    0.46525E-02    0.11628E+04
    0.47465E-02    0.11787E+04
    0.48424E-02    0.11945E+04
    0.49402E-02    0.12105E+04
    0.50400E-02    0.12265E+04
    0.51419E-02    0.12425E+04
    0.52457E-02    0.12586E+04
    0.53517E-02    0.12747E+04
    0.54598E-02    0.12909E+04
    0.55701E-02    0.13070E+04
    0.56826E-02    0.13232E+04
    0.57974E-02    0.13394E+04
    0.59145E-02    0.13555E+04
    0.60340E-02    0.13717E+04
    0.61559E-02    0.13878E+04
    0.62803E-02    0.14039E+04
    0.64072E-02    0.14199E+04
    0.65366E-02    0.14359E+04
    0.66686E-02    0.14519E+04
    0.68033E-02    0.14677E+04
    0.69408E-02    0.14835E+04
    0.70810E-02    0.14991E+04
    0.72240E-02    0.15147E+04
    0.73700E-02    0.15301E+04
    0.75189E-02    0.15454E+04
    0.76708E-02    0.15606E+04
    0.78257E-02    0.15756E+04
    0.79838E-02    0.15904E+04
    0.81451E-02    0.16050E+04
    0.83096E-02    0.16195E+04
    0.84775E-02    0.16337E+04
    0.86488E-02    0.16477E+04
    0.88235E-02    0.16614E+04
    0.90017E-02    0.16749E+04
    0.91836E-02    0.16881E+04
    0.93691E-02    0.17010E+04
    0.95583E-02    0.17135E+04
    0.97514E-02    0.17258E+04
    0.99484E-02    0.17377E+04
    0.10149E-01    0.17492E+04
    0.10354E-01    0.17604E+04
    0.10564E-01    0.17712E+04
    0.10777E-01    0.17815E+04
    0.10995E-01    0.17914E+04
    0.11217E-01    0.18008E+04
    0.11443E-01    0.18097E+04
    0.11675E-01    0.18182E+04
    0.11910E-01    0.18261E+04
    0.12151E-01    0.18335E+04
    0.12397E-01    0.18403E+04
    0.12647E-01    0.18466E+04
    0.12902E-01    0.18523E+04
    0.13163E-01    0.18573E+04
    0.13429E-01    0.18617E+04
    0.13700E-01    0.18653E+04
    0.13977E-01    0.18682E+04
    0.14259E-01    0.18704E+04
    0.14547E-01    0.18718E+04
    0.14841E-01    0.18727E+04
    0.15141E-01    0.18731E+04
    0.15447E-01    0.18730E+04
    0.15759E-01    0.18724E+04
    0.16077E-01    0.18712E+04
    0.16402E-01    0.18691E+04
    0.16734E-01    0.18659E+04
    0.17072E-01    0.18617E+04
    0.17416E-01    0.18563E+04
    0.17768E-01    0.18499E+04
    0.18127E-01    0.18426E+04
    0.18493E-01    0.18344E+04
    0.18867E-01    0.18255E+04
    0.19248E-01    0.18158E+04
    0.19637E-01    0.18051E+04
    0.20034E-01    0.17934E+04
    0.20438E-01    0.17807E+04
    0.20851E-01    0.17667E+04
    0.21272E-01    0.17517E+04
    0.21702E-01    0.17357E+04
    0.22141E-01    0.17188E+04
    0.22588E-01    0.17012E+04
    0.23044E-01    0.16830E+04
    0.23510E-01    0.16641E+04
    0.23985E-01    0.16446E+04
    0.24469E-01    0.16246E+04
    0.24964E-01    0.16039E+04
    0.25468E-01    0.15827E+04
    0.25982E-01    0.15609E+04
    0.26507E-01    0.15385E+04
    0.27043E-01    0.15155E+04
    0.27589E-01    0.14919E+04
    0.28146E-01    0.14678E+04
    0.28715E-01    0.14432E+04
    0.29295E-01    0.14181E+04
    0.29887E-01    0.13927E+04
    0.30490E-01    0.13670E+04
    0.31106E-01    0.13411E+04
    0.31735E-01    0.13150E+04
    0.32376E-01    0.12890E+04
    0.33030E-01    0.12630E+04
    0.33697E-01    0.12372E+04
    0.34378E-01    0.12117E+04
    0.35072E-01    0.11864E+04
    0.35781E-01    0.11616E+04
    0.36504E-01    0.11372E+04
    0.37241E-01    0.11132E+04
    0.37993E-01    0.10898E+04
    0.38761E-01    0.10669E+04
    0.39544E-01    0.10446E+04
    0.40343E-01    0.10229E+04
    0.41158E-01    0.10019E+04
    0.41989E-01    0.98156E+03
    0.42838E-01    0.96200E+03
    0.43703E-01    0.94326E+03
    0.44586E-01    0.92542E+03
    0.45486E-01    0.90853E+03
    0.46405E-01    0.89259E+03
    0.47343E-01    0.87751E+03
    0.48299E-01    0.86322E+03
    0.49275E-01    0.84965E+03
    0.50270E-01    0.83671E+03
    0.51286E-01    0.82436E+03
    0.52322E-01    0.81252E+03
    0.53379E-01    0.80113E+03
    0.54457E-01    0.79013E+03
    0.55557E-01    0.77943E+03
    0.56680E-01    0.76897E+03
    0.57825E-01    0.75865E+03
    0.58993E-01    0.74839E+03
    0.60184E-01    0.73805E+03
    0.61400E-01    0.72751E+03
    0.62641E-01    0.71665E+03
    0.63906E-01    0.70530E+03
    0.65197E-01    0.69328E+03
    0.66514E-01    0.68044E+03
    0.67858E-01    0.66681E+03
    0.69229E-01    0.65257E+03
    0.70627E-01    0.63782E+03
    0.72054E-01    0.62244E+03
    0.73510E-01    0.60616E+03
    0.74994E-01    0.58878E+03
    0.76509E-01    0.57050E+03
    0.78055E-01    0.55167E+03
    0.79632E-01    0.53259E+03
    0.81241E-01    0.51341E+03
    0.82882E-01    0.49424E+03
    0.84556E-01    0.47525E+03
    0.86264E-01    0.45664E+03
    0.88007E-01    0.43859E+03
    0.89785E-01    0.42128E+03
    0.91598E-01    0.40489E+03
    0.93449E-01    0.38955E+03
    0.95337E-01    0.37541E+03
    0.97263E-01    0.36258E+03
    0.99227E-01    0.35112E+03
    0.10123E+00    0.34100E+03
    0.10328E+00    0.33220E+03
    0.10536E+00    0.32456E+03
    0.10749E+00    0.31792E+03
    0.10966E+00    0.31208E+03
    0.11188E+00    0.30678E+03
    0.11414E+00    0.30177E+03
    0.11644E+00    0.29678E+03
    0.11880E+00    0.29157E+03
    0.12120E+00    0.28592E+03
    0.12365E+00    0.27964E+03
    0.12614E+00    0.27262E+03
    0.12869E+00    0.26477E+03
    0.13129E+00    0.25611E+03
    0.13394E+00    0.24672E+03
    0.13665E+00    0.23677E+03
    0.13941E+00    0.22643E+03
    0.14223E+00    0.21599E+03
    0.14510E+00    0.20572E+03
    0.14803E+00    0.19592E+03
    0.15102E+00    0.18687E+03
    0.15407E+00    0.17878E+03
    0.15718E+00    0.17175E+03
    0.16036E+00    0.16581E+03
    0.16360E+00    0.16084E+03
    0.16690E+00    0.15668E+03
    0.17028E+00    0.15312E+03
    0.17371E+00    0.14993E+03
    0.17722E+00    0.14683E+03
    0.18080E+00    0.14357E+03
    0.18446E+00    0.13988E+03
    0.18818E+00    0.13562E+03
    0.19198E+00    0.13075E+03
    0.19586E+00    0.12538E+03
    0.19982E+00    0.11973E+03
    0.20386E+00    0.11403E+03
    0.20797E+00    0.10851E+03
    0.21218E+00    0.10340E+03
    0.21646E+00    0.98861E+02
    0.22083E+00    0.94989E+02
    0.22530E+00    0.91753E+02
    0.22985E+00    0.89028E+02
    0.23449E+00    0.86620E+02
    0.23923E+00    0.84309E+02
    0.24406E+00    0.81887E+02
    0.24899E+00    0.79205E+02
    0.25402E+00    0.76220E+02
    0.25915E+00    0.72998E+02
    0.26439E+00    0.69680E+02
    0.26973E+00    0.66432E+02
    0.27518E+00    0.63414E+02
    0.28074E+00    0.60736E+02
    0.28641E+00    0.58422E+02
    0.29219E+00    0.56407E+02
    0.29810E+00    0.54572E+02
    0.30412E+00    0.52779E+02
    0.31026E+00    0.50918E+02
    0.31653E+00    0.48936E+02
    0.32292E+00    0.46863E+02
    0.32945E+00    0.44785E+02
    0.33610E+00    0.42801E+02
    0.34289E+00    0.40983E+02
    0.34982E+00    0.39354E+02
    0.35689E+00    0.37877E+02
    0.36409E+00    0.36487E+02
    0.37145E+00    0.35112E+02
    0.37895E+00    0.33711E+02
    0.38661E+00    0.32289E+02
    0.39442E+00    0.30892E+02
    0.40239E+00    0.29565E+02
    0.41052E+00    0.28333E+02
    0.41881E+00    0.27196E+02
    0.42727E+00    0.26121E+02
    0.43590E+00    0.25073E+02
    0.44471E+00    0.24035E+02
    0.45369E+00    0.23011E+02
    0.46286E+00    0.22024E+02
    0.47221E+00    0.21091E+02
    0.48174E+00    0.20212E+02
    0.49148E+00    0.19378E+02
    0.50141E+00    0.18571E+02
    0.51153E+00    0.17783E+02
    0.52187E+00    0.17021E+02
    0.53241E+00    0.16290E+02
    0.54317E+00    0.15596E+02
    0.55414E+00    0.14934E+02
    0.56533E+00    0.14298E+02
    0.57675E+00    0.13683E+02
    0.58840E+00    0.13092E+02
    0.60029E+00    0.12525E+02
    0.61242E+00    0.11983E+02
    0.62479E+00    0.11464E+02
    0.63741E+00    0.10967E+02
    0.65029E+00    0.10490E+02
    0.66342E+00    0.10033E+02
    0.67683E+00    0.95938E+01
    0.69050E+00    0.91730E+01
    0.70445E+00    0.87699E+01
    0.71868E+00    0.83838E+01
    0.73320E+00    0.80140E+01
    0.74801E+00    0.76599E+01
    0.76312E+00    0.73206E+01
    0.77854E+00    0.69957E+01
    0.79426E+00    0.66845E+01
    0.81031E+00    0.63866E+01
    0.82668E+00    0.61014E+01
    0.84338E+00    0.58284E+01
    0.86041E+00    0.55672E+01
    0.87780E+00    0.53172E+01
    0.89553E+00    0.50780E+01
    0.91362E+00    0.48492E+01
    0.93208E+00    0.46303E+01
    0.95091E+00    0.44209E+01
    0.97011E+00    0.42205E+01
    0.98971E+00    0.40290E+01
    0.10097E+01    0.38458E+01
    0.10301E+01    0.36706E+01
    0.10509E+01    0.35031E+01
    0.10721E+01    0.33430E+01
    0.10938E+01    0.31899E+01
    0.11159E+01    0.30436E+01
    0.11384E+01    0.29038E+01
    0.11614E+01    0.27702E+01
    0.11849E+01    0.26426E+01
    0.12088E+01    0.25207E+01
    0.12333E+01    0.24041E+01
    0.12582E+01    0.22928E+01
    0.12836E+01    0.21865E+01
    0.13095E+01    0.20850E+01
    0.13360E+01    0.19880E+01
    0.13630E+01    0.18954E+01
    0.13905E+01    0.18070E+01
    0.14186E+01    0.17226E+01
    0.14472E+01    0.16420E+01
    0.14765E+01    0.15651E+01
    0.15063E+01    0.14917E+01
    0.15367E+01    0.14216E+01
    0.15678E+01    0.13547E+01
    0.15994E+01    0.12909E+01
    0.16318E+01    0.12300E+01
    0.16647E+01    0.11720E+01
    0.16984E+01    0.11165E+01
    0.17327E+01    0.10637E+01
    0.17677E+01    0.10132E+01
    0.18034E+01    0.96511E+00
    0.18398E+01    0.91923E+00
    0.18770E+01    0.87548E+00
    0.19149E+01    0.83376E+00
    0.19536E+01    0.79398E+00
    0.19930E+01    0.75605E+00
    0.20333E+01    0.71989E+00
    0.20744E+01    0.68541E+00
    0.21163E+01    0.65255E+00
    0.21590E+01    0.62123E+00
    0.22026E+01    0.59137E+00
    0.22471E+01    0.56292E+00
    0.22925E+01    0.53581E+00
    0.23388E+01    0.50997E+00
    0.23861E+01    0.48535E+00
    0.24343E+01    0.46190E+00
    0.24835E+01    0.43955E+00
    0.25336E+01    0.41826E+00
    0.25848E+01    0.39798E+00
    0.26370E+01    0.37867E+00
    0.26903E+01    0.36027E+00
    0.27447E+01    0.34275E+00
    0.28001E+01    0.32606E+00
    0.28567E+01    0.31017E+00
    0.29144E+01    0.29503E+00
    0.29733E+01    0.28063E+00
    0.30333E+01    0.26691E+00
    0.30946E+01    0.25385E+00
    0.31571E+01    0.24141E+00
    0.32209E+01    0.22958E+00
    0.32860E+01    0.21831E+00
    0.33523E+01    0.20758E+00
    0.34201E+01    0.19738E+00
    0.34892E+01    0.18766E+00
    0.35596E+01    0.17842E+00
    0.36316E+01    0.16962E+00
    0.37049E+01    0.16125E+00
    0.37798E+01    0.15329E+00
    0.38561E+01    0.14571E+00
    0.39340E+01    0.13850E+00
    0.40135E+01    0.13164E+00
    0.40946E+01    0.12511E+00
    0.41773E+01    0.11891E+00
    0.42617E+01    0.11300E+00
    0.43478E+01    0.10739E+00
    0.44356E+01    0.10205E+00
    0.45252E+01    0.96966E-01
    0.46166E+01    0.92135E-01
    0.47099E+01    0.87541E-01
    0.48050E+01    0.83173E-01
    0.49021E+01    0.79019E-01
    0.50011E+01    0.75069E-01
    0.51021E+01    0.71314E-01
    0.52052E+01    0.67744E-01
    0.53104E+01    0.64350E-01
    0.54176E+01    0.61124E-01
    0.55271E+01    0.58057E-01
    0.56387E+01    0.55142E-01
    0.57526E+01    0.52371E-01
    0.58689E+01    0.49737E-01
    0.59874E+01    0.47234E-01
    0.61084E+01    0.44855E-01
    0.62318E+01    0.42594E-01
    0.63577E+01    0.40446E-01
    0.64861E+01    0.38404E-01
    0.66171E+01    0.36465E-01
    0.67508E+01    0.34621E-01
    0.68872E+01    0.32870E-01
    0.70263E+01    0.31207E-01
    0.71682E+01    0.29626E-01
    0.73130E+01    0.28125E-01
    0.74608E+01    0.26698E-01
    0.76115E+01    0.25343E-01
    0.77653E+01    0.24056E-01
    0.79221E+01    0.22834E-01
    0.80822E+01    0.21672E-01
    0.82454E+01    0.20570E-01
    0.84120E+01    0.19522E-01
    0.85819E+01    0.18527E-01
    0.87553E+01    0.17583E-01
    0.89322E+01    0.16686E-01
    0.91126E+01    0.15834E-01
    0.92967E+01    0.15025E-01
    0.94845E+01    0.14257E-01
    0.96761E+01    0.13528E-01
    0.98716E+01    0.12836E-01
    0.10071E+02    0.12179E-01
    0.10274E+02    0.11555E-01
    0.10482E+02    0.10962E-01
    0.10694E+02    0.10400E-01
    0.10910E+02    0.98661E-02
    0.11130E+02    0.93594E-02
    0.11355E+02    0.88785E-02
    0.11584E+02    0.84220E-02
    0.11818E+02    0.79887E-02
    0.12057E+02    0.75775E-02
    0.12301E+02    0.71872E-02
    0.12549E+02    0.68169E-02
    0.12803E+02    0.64654E-02
    0.13061E+02    0.61318E-02
    0.13325E+02    0.58153E-02
    0.13594E+02    0.55150E-02
    0.13869E+02    0.52300E-02
    0.14149E+02    0.49596E-02
    0.14435E+02    0.47030E-02
    0.14727E+02    0.44596E-02
    0.15024E+02    0.42287E-02
    0.15328E+02    0.40096E-02
    0.15637E+02    0.38017E-02
    0.15953E+02    0.36046E-02
    0.16275E+02    0.34175E-02
    0.16604E+02    0.32401E-02
    0.16940E+02    0.30718E-02
    0.17282E+02    0.29121E-02
    0.17631E+02    0.27607E-02
    0.17987E+02    0.26171E-02
    0.18351E+02    0.24809E-02
    0.18721E+02    0.23517E-02
    0.19099E+02    0.22291E-02
    0.19485E+02    0.21130E-02
    0.19879E+02    0.20028E-02
    0.20280E+02    0.18983E-02
    0.20690E+02    0.17992E-02
    0.21108E+02    0.17052E-02
    0.21535E+02    0.16161E-02
    0.21970E+02    0.15316E-02
    0.22413E+02    0.14515E-02
    0.22866E+02    0.13756E-02
    0.23328E+02    0.13035E-02
    0.23799E+02    0.12353E-02
    0.24280E+02    0.11705E-02
    0.24771E+02    0.11092E-02
    0.25271E+02    0.10510E-02
    0.25782E+02    0.99584E-03
    0.26302E+02    0.94356E-03
    0.26834E+02    0.89400E-03
    0.27376E+02    0.84702E-03
    0.27929E+02    0.80249E-03
    0.28493E+02    0.76028E-03
    0.29069E+02    0.72028E-03
    0.29656E+02    0.68236E-03
    0.30255E+02    0.64642E-03
    0.30866E+02    0.61236E-03
    0.31490E+02    0.58008E-03
    0.32126E+02    0.54949E-03
    0.32775E+02    0.52049E-03
    0.33437E+02    0.49302E-03
    0.34112E+02    0.46698E-03
    0.34801E+02    0.44231E-03
    0.35504E+02    0.41893E-03
    0.36222E+02    0.39677E-03
    0.36953E+02    0.37578E-03
    0.37700E+02    0.35589E-03
    0.38462E+02    0.33704E-03
    0.39239E+02    0.31918E-03
    0.40031E+02    0.30227E-03
    0.40840E+02    0.28624E-03
    0.41665E+02    0.27105E-03
    0.42507E+02    0.25666E-03
    0.43365E+02    0.24303E-03
    0.44241E+02    0.23012E-03
    0.45135E+02    0.21789E-03
    0.46047E+02    0.20630E-03
    0.46977E+02    0.19533E-03
    0.47926E+02    0.18493E-03
    0.48894E+02    0.17508E-03
    0.49882E+02    0.16575E-03
    0.50890E+02    0.15692E-03
    0.51918E+02    0.14855E-03
    0.52966E+02    0.14062E-03
    0.54036E+02    0.13311E-03
    0.55128E+02    0.12600E-03
    0.56242E+02    0.11927E-03
    0.57378E+02    0.11289E-03
    0.58537E+02    0.10685E-03
    0.59720E+02    0.10113E-03
    0.60926E+02    0.95716E-04
    0.62157E+02    0.90587E-04
    0.63412E+02    0.85731E-04
    0.64693E+02    0.81132E-04
    0.66000E+02    0.76778E-04
    0.67334E+02    0.72654E-04
    0.68694E+02    0.68750E-04
    0.70082E+02    0.65054E-04
    0.71497E+02    0.61554E-04
    0.72942E+02    0.58241E-04
    0.74415E+02    0.55104E-04
    0.75918E+02    0.52134E-04
    0.77452E+02    0.49322E-04
    0.79017E+02    0.46661E-04
    0.80613E+02    0.44141E-04
    0.82241E+02    0.41756E-04
    0.83903E+02    0.39498E-04
    0.85598E+02    0.37361E-04
    0.87327E+02    0.35338E-04
    0.89091E+02    0.33423E-04
    0.90891E+02    0.31610E-04
    0.92727E+02    0.29895E-04
    0.94600E+02    0.28271E-04
    0.96511E+02    0.26734E-04
    0.98461E+02    0.25280E-04
    0.10045E+03    0.23904E-04
    0.10248E+03    0.22601E-04
    0.10455E+03    0.21369E-04
    0.10666E+03    0.20202E-04
    0.10882E+03    0.19099E-04
    0.11101E+03    0.18054E-04
    0.11326E+03    0.17066E-04
    0.11554E+03    0.16131E-04
    0.11788E+03    0.15246E-04
    0.12026E+03    0.14410E-04
    0.12269E+03    0.13618E-04
    0.12517E+03    0.12868E-04
    0.12770E+03    0.12160E-04
    0.13028E+03    0.11489E-04
    0.13291E+03    0.10855E-04
    0.13559E+03    0.10255E-04
    0.13833E+03    0.96877E-05
    0.14113E+03    0.91510E-05
    0.14398E+03    0.86434E-05
    0.14689E+03    0.81633E-05
    0.14985E+03    0.77092E-05
    0.15288E+03    0.72798E-05
    0.15597E+03    0.68737E-05
    0.15912E+03    0.64898E-05
    0.16233E+03    0.61267E-05
    0.16561E+03    0.57835E-05
    0.16896E+03    0.54589E-05
    0.17237E+03    0.51521E-05
    0.17585E+03    0.48620E-05
    0.17941E+03    0.45878E-05
    0.18303E+03    0.43286E-05
    0.18673E+03    0.40836E-05
    0.19050E+03    0.38520E-05
    0.19435E+03    0.36332E-05
    0.19828E+03    0.34264E-05
    0.20228E+03    0.32310E-05
    0.20637E+03    0.30463E-05
    0.21054E+03    0.28719E-05
    0.21479E+03    0.27070E-05
    0.21913E+03    0.25513E-05
    0.22356E+03    0.24043E-05
    0.22807E+03    0.22654E-05
    0.23268E+03    0.21342E-05
    0.23738E+03    0.20103E-05
    0.24217E+03    0.18933E-05
    0.24707E+03    0.17829E-05
    0.25206E+03    0.16786E-05
    0.25715E+03    0.15802E-05
    0.26234E+03    0.14873E-05
    0.26764E+03    0.13996E-05
    0.27305E+03    0.13169E-05
    0.27857E+03    0.12388E-05
    0.28419E+03    0.11652E-05
    0.28994E+03    0.10958E-05
    0.29579E+03    0.10303E-05
    0.30177E+03    0.96850E-06
    0.30786E+03    0.91027E-06
    0.31408E+03    0.85537E-06
    0.32043E+03    0.80362E-06
    0.32690E+03    0.75486E-06
    0.33351E+03    0.70892E-06
    0.34024E+03    0.66566E-06
    0.34712E+03    0.62491E-06
    0.35413E+03    0.58653E-06
    0.36128E+03    0.55039E-06
    0.36858E+03    0.51635E-06
    0.37603E+03    0.48430E-06
    0.38362E+03    0.45416E-06
    0.39137E+03    0.42584E-06
